id	sentence	pros	formula
112	Trois enfants sautent dans les feuilles	p(1,p(0,p(0,'Trois',enfants),sautent),p(0,dans,p(0,les,feuilles)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
114	Les enfants en chemises rouges jouent dans les feuilles	p(0,p(0,'Les',p(0,p(0,enfants,p(0,en,chemises)),rouges)),p(1,jouent,p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(6),appl(word(7),word(8))),appl(word(5),A))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
115	Les enfants en chemises rouges jouent dans les feuilles	p(0,p(0,'Les',p(0,p(0,enfants,p(0,en,chemises)),rouges)),p(1,jouent,p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(6),appl(word(7),word(8))),appl(word(5),A))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
116	Trois enfants sont assis dans les feuilles	p(0,p(0,'Trois',enfants),p(0,sont,p(0,assis,p(0,dans,p(0,les,feuilles)))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),word(6))))),appl(word(0),word(1)))
117	Les enfants en chemises rouges jouent dans les feuilles	p(0,p(0,'Les',p(0,p(0,enfants,p(0,en,chemises)),rouges)),p(1,jouent,p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(6),appl(word(7),word(8))),appl(word(5),A))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
118	Trois enfants sautent dans les feuilles	p(1,p(0,p(0,'Trois',enfants),sautent),p(0,dans,p(0,les,feuilles)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
119	Les enfants en chemises rouges dorment dans les feuilles	p(0,p(0,'Les',p(0,p(0,enfants,p(0,en,chemises)),rouges)),p(1,dorment,p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(6),appl(word(7),word(8))),appl(word(5),A))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
120	Trois enfants sautent dans les feuilles	p(1,p(0,p(0,'Trois',enfants),sautent),p(0,dans,p(0,les,feuilles)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
121	Les enfants couverts de feuilles jouent avec des chemises rouges	p(1,p(0,p(0,'Les',p(0,enfants,p(0,couverts,p(0,de,feuilles)))),jouent),p(0,avec,p(0,des,p(0,chemises,rouges))))	appl(appl(word(6),appl(word(7),appl(word(9),word(8)))),appl(word(5),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
122	Trois enfants sautent dans les feuilles	p(1,p(0,p(0,'Trois',enfants),sautent),p(0,dans,p(0,les,feuilles)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
123	Les enfants en chemises rouges jouent dans les feuilles	p(0,p(0,'Les',p(0,p(0,enfants,p(0,en,chemises)),rouges)),p(1,jouent,p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(6),appl(word(7),word(8))),appl(word(5),A))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
124	Trois enfants sautent dans les feuilles	p(1,p(0,p(0,'Trois',enfants),sautent),p(0,dans,p(0,les,feuilles)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
125	Deux enfants gisent dans la neige et dessinent des anges	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,dessinent,p(0,des,anges)))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),word(9)))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
126	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
127	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
130	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
135	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
137	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
139	Deux enfants gisent dans la neige et dessinent des anges	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,dessinent,p(0,des,anges)))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),word(9)))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
145	Deux enfants gisent dans la neige et font des anges de neige	p(0,p(0,'Deux',enfants),p(0,p(0,gisent,p(0,dans,p(0,la,neige))),p(0,et,p(0,font,p(0,des,p(0,anges,p(0,de,neige)))))))	appl(appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9))))),appl(word(2),appl(word(3),appl(word(4),word(5))))),appl(word(0),word(1)))
147	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
148	Une jeune fille regarde une femme en costume	p(0,p(0,'Une',p(0,jeune,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
149	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
150	La petite fille regarde un homme en costume	p(0,p(0,'La',p(0,petite,fille)),p(0,regarde,p(0,un,p(0,homme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
151	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
152	Une petite fille en costume ressemble à une femme	p(0,p(0,'Une',p(0,p(0,petite,fille),p(0,en,costume))),p(0,ressemble,p(0,@,p(0,une,femme))))	appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),appl(word(0),appl(appl(word(3),word(4)),appl(word(1),word(2)))))
160	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
161	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
163	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
165	Une jeune fille regarde une femme en costume	p(0,p(0,'Une',p(0,jeune,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
168	La petite fille regarde un homme en costume	p(0,p(0,'La',p(0,petite,fille)),p(0,regarde,p(0,un,p(0,homme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
170	Une petite fille en costume ressemble à une femme	p(0,p(0,'Une',p(0,p(0,petite,fille),p(0,en,costume))),p(0,ressemble,p(0,@,p(0,une,femme))))	appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),appl(word(0),appl(appl(word(3),word(4)),appl(word(1),word(2)))))
171	Une petite fille regarde une femme en costume	p(0,p(0,'Une',p(0,petite,fille)),p(0,regarde,p(0,une,p(0,femme,p(0,en,costume)))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2))))
173	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
175	Il n'y a pas de motard sautant dans les airs	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,motard,p(0,sautant,p(0,dans,p(0,les,airs))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6))))),word(2))),word(0))
176	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
177	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
178	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
179	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
180	Un homme saute dans une piscine pleine	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,pleine))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
181	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
182	Le sauteur de l'homme est dans la piscine vide	p(0,p(0,'Le',p(0,sauteur,p(0,de,p(0,'l\'',homme)))),p(0,est,p(0,dans,p(0,la,p(0,piscine,vide)))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(9),word(8))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
183	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
184	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
185	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
186	Un homme saute dans une piscine pleine	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,pleine))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
187	Le sauteur de l'homme est dans la piscine vide	p(0,p(0,'Le',p(0,sauteur,p(0,de,p(0,'l\'',homme)))),p(0,est,p(0,dans,p(0,la,p(0,piscine,vide)))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(9),word(8))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
188	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
189	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
191	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
192	Il n'y a pas de motard sautant dans les airs	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,motard,p(0,sautant,p(0,dans,p(0,les,airs))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6))))),word(2))),word(0))
193	Un motard solitaire saute dans l'air	p(0,p(0,'Un',p(0,motard,solitaire)),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(word(2),word(1))))
194	Un homme saute dans une piscine vide	p(1,p(0,p(0,'Un',homme),saute),p(0,dans,p(0,une,p(0,piscine,vide))))	appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(2),appl(word(0),word(1))))
195	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
196	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
197	Quatre enfants font des backbends dans la salle de gym	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,la,p(0,salle,p(0,de,gym)))))	appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
198	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
199	Quatre filles font des backbends et jouent dans le jardin	p(1,p(0,p(0,'Quatre',filles),p(0,p(0,font,p(0,des,backbends)),p(0,et,jouent))),p(0,dans,p(0,le,jardin)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(5),word(6)),appl(word(2),appl(word(3),word(4)))),appl(word(0),word(1))))
203	Quatre filles font des backbends et jouent dans le jardin	p(1,p(0,p(0,'Quatre',filles),p(0,p(0,font,p(0,des,backbends)),p(0,et,jouent))),p(0,dans,p(0,le,jardin)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(5),word(6)),appl(word(2),appl(word(3),word(4)))),appl(word(0),word(1))))
204	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
206	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
207	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
209	Quatre enfants font des backbends dans la salle de gym	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,la,p(0,salle,p(0,de,gym)))))	appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
212	Quatre enfants font des backbends dans le parc	p(1,p(0,p(0,'Quatre',enfants),p(0,font,p(0,des,backbends))),p(0,dans,p(0,le,parc)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
213	Un homme qui joue court avec la balle dans ses mains	p(0,'Un',p(0,p(0,homme,p(0,qui,p(1,p(0,joue,court),p(0,avec,p(0,la,balle))))),p(0,dans,p(0,ses,mains))))	lit(np(B,C,D))-appl(word(0),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),lambda(A,appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(3),word(4)),A)))),word(1))))
214	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
215	Un joueur lance la balle	p(0,p(0,'Un',joueur),p(0,lance,p(0,la,balle)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
216	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
217	Deux groupes de personnes jouent au football	p(0,p(0,'Deux',p(0,groupes,p(0,de,personnes))),p(0,jouent,p(0,au,football)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
223	Deux groupes de personnes jouent au football	p(0,p(0,'Deux',p(0,groupes,p(0,de,personnes))),p(0,jouent,p(0,au,football)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
224	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
226	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
227	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
230	Un homme qui joue court avec la balle dans ses mains	p(0,'Un',p(0,p(0,homme,p(0,qui,p(1,p(0,joue,court),p(0,avec,p(0,la,balle))))),p(0,dans,p(0,ses,mains))))	lit(np(B,C,D))-appl(word(0),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),lambda(A,appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(3),word(4)),A)))),word(1))))
231	Un joueur lance la balle	p(0,p(0,'Un',joueur),p(0,lance,p(0,la,balle)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
233	Un joueur court avec la balle	p(0,'Un',p(0,joueur,p(1,court,p(0,avec,p(0,la,balle)))))	appl(word(0),appl(appl(appl(word(3),appl(word(4),word(5))),word(2)),word(1)))
235	Cinq enfants sont debout devant une cabane en bois	p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),p(0,devant,p(0,une,p(0,cabane,p(0,en,bois)))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
236	Cinq enfants sont debout devant une hutte en bois	p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),p(0,devant,p(0,une,p(0,hutte,p(0,en,bois)))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
237	Cinq enfants sont debout devant une cabane en bois	p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),p(0,devant,p(0,une,p(0,cabane,p(0,en,bois)))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
238	Cinq enfants sont debout dans une cabane en bois	p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),p(0,dans,p(0,une,p(0,cabane,p(0,en,bois)))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
239	Cinq stands en bois sont devant la cabane de chaque enfant	p(0,p(0,'Cinq',p(0,stands,p(0,en,bois))),p(0,sont,p(0,devant,p(0,la,p(0,cabane,p(0,de,p(0,chaque,enfant)))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(appl(word(8),appl(word(9),word(10))),word(7))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
240	Cinq enfants sont debout devant une cabane en bois	p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),p(0,devant,p(0,une,p(0,cabane,p(0,en,bois)))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
241	Cinq enfants sont debout ensemble et un enfant a une arme à feu	p(0,p(1,p(0,p(0,'Cinq',enfants),p(0,sont,debout)),ensemble),p(0,et,p(0,p(0,un,enfant),p(0,a,p(0,une,p(0,arme,p(0,@,feu)))))))	appl(appl(word(5),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(word(6),word(7)))),appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
